id_solicitud,fecha_solicitud,departamento,zona,tipo_beneficio,canal,nivel_educativo_tutor,num_personas_hogar,ingreso_hogar,puntaje_focalizacion,estado_solicitud,gestor_asignado,tiempo_ciclo_dias,fecha_decision,fecha_entrega,costo_atencion,costo_beneficio,permanencia_escolar,transito_educacion_superior,ingreso_hogar_posterior,satisfaccion_servicio
SOL-00517,2026-01-19,Bolívar,Rural,Internet,Presencial,Tecnico,8,1505000,45.2,Rechazada,Gestor_09,10,2026-01-29,,26700,,,,,
SOL-00518,2025-03-18,Sucre,Urbano,Beca,Presencial,Tecnico,6,1429000,38.9,Rechazada,Gestor_13,16,2025-04-03,,30200,,0.0,0.0,,
SOL-00519,2026-02-02,Norte de Santander,Urbano,Internet,Presencial,Primaria,2,613000,87.4,Rechazada,Gestor_11,11,2026-02-13,,47000,,0.0,0.0,,
SOL-00520,2025-05-15,Atlántico,Rural,Biblioteca_digital,Digital,Secundaria,3,1019000,57.9,Rechazada,Gestor_04,6,2025-05-21,,9100,,,0.0,1012000.0,
SOL-00521,2026-01-26,Cesar,Urbano,Computador,Presencial,Tecnico,6,1457000,39.7,Aprobada,Gestor_04,17,2026-02-12,2026-03-02,31400,888600.0,0.0,0.0,1722000.0,3.0
SOL-00522,2026-04-09,Magdalena,Urbano,Computador,Digital,Secundaria,8,871000,75.8,Aprobada,Gestor_01,3,2026-04-12,2026-04-22,15300,1142300.0,,,,4.0
SOL-00523,2026-04-25,Norte de Santander,Urbano,Plan_movil,Presencial,Secundaria,5,865000,65.9,Rechazada,Gestor_01,12,2026-05-07,,33500,,,0.0,936000.0,
SOL-00524,2025-05-11,  Córdoba  ,Urbano,Internet,Presencial,Secundaria,6,1207000,52.8,Rechazada,Gestor_13,15,2025-05-26,,27800,,0.0,0.0,1215000.0,
SOL-00525,2026-05-22,Córdoba,Urbano,Computador,Presencial,Secundaria,6,1121000,53.7,Rechazada,Gestor_14,22,2026-06-13,,31700,,0.0,0.0,1169000.0,
SOL-00526,2025-08-23,magdalena,Urbano,Internet,Presencial,Primaria,8,796000,78.8,Aprobada,Gestor_03,19,2025-09-11,2025-09-16,29900,416300.0,1.0,,916000.0,5.0
SOL-00527,2025-08-02,Magdalena,Rural,Biblioteca_digital,Presencial,Secundaria,5,1255000,60.3,Aprobada,Gestor_12,11,2025-08-13,2025-08-14,22900,50700.0,1.0,0.0,1431000.0,4.0
SOL-00528,2025-03-30,Bolívar,Urbano,Internet,Digital,Primaria,5,971000,82.1,Rechazada,Gestor_13,3,2025-04-02,,16200,,0.0,0.0,997000.0,
SOL-00529,2026-03-12,Atlántico,Urbano,Internet,Presencial,Secundaria,7,1389000,54.7,Aprobada,Gestor_07,10,2026-03-22,2026-03-27,31400,327300.0,1.0,0.0,1802000.0,4.0
SOL-00530,2026-02-12,Córdoba,Urbano,Computador,Digital,Secundaria,3,959000,65.6,Rechazada,Gestor_13,6,2026-02-18,,9200,,0.0,0.0,1023000.0,
SOL-00531,2026-04-21,Sucre,Urbano,Biblioteca_digital,Digital,Secundaria,5,1262000,42.1,Rechazada,Gestor_15,3,2026-04-24,,17800,,0.0,0.0,1356000.0,
SOL-00532,2025-12-23,Norte de Santander,Urbano,Computador,Presencial,Primaria,4,860000,73.8,Rechazada,Gestor_09,8,2025-12-31,,37800,,0.0,0.0,807000.0,
SOL-00533,2025-09-06,Norte de Santander,Rural,Computador,Digital,Secundaria,4,1170000,55.1,Aprobada,Gestor_04,6,2025-09-12,2025-09-26,11000,938800.0,,0.0,1570000.0,4.0
SOL-00534,2026-05-22,Cesar,Urbano,Computador,Presencial,Tecnico,3,1181000,41.4,Aprobada,Gestor_02,4,2026-05-26,2026-05-30,39800,869600.0,1.0,1.0,1433000.0,3.0
SOL-00535,2025-03-24,Sucre,Urbano,Internet,Presencial,Primaria,2,644000,74.2,Aprobada,Gestor_06,9,2025-04-02,2025-04-05,33200,381100.0,,,,4.0
SOL-00536,2025-07-30,Norte de Santander,Urbano,Biblioteca_digital,Presencial,Primaria,8,789000,84.1,Aprobada,Gestor_06,16,2025-08-15,2025-08-15,34800,54300.0,,0.0,1018000.0,3.0
SOL-00537,2025-10-11,CÃ³rdoba,Urbano,Beca,Presencial,Primaria,2,779000,65.8,Rechazada,Gestor_09,17,2025-10-28,,33800,,0.0,0.0,,
SOL-00538,2025-06-13,Bolívar,Rural,Internet,Digital,Tecnico,4,1576000,27.5,Aprobada,Gestor_15,6,2025-06-19,2025-06-19,12200,354600.0,1.0,0.0,1629000.0,5.0
SOL-00539,2026-03-20,Magdalena,Urbano,Internet,Digital,Secundaria,5,915000,51.7,Aprobada,Gestor_04,6,2026-03-26,2026-03-31,13700,370100.0,1.0,0.0,1125000.0,4.0
SOL-00540,2026-02-07,  Atlántico  ,Urbano,Plan_movil,Presencial,Secundaria,3,828000,68.2,Aprobada,Gestor_08,13,2026-02-20,2026-02-25,28500,228100.0,0.0,0.0,1033000.0,4.0
SOL-00541,2025-01-09,Norte de Santander,Urbano,Internet,Presencial,Primaria,2,867000,61.8,Rechazada,Gestor_13,23,2025-02-01,,26300,,1.0,0.0,768000.0,
SOL-00542,2026-05-20,Cesar,Rural,Computador,Presencial,Secundaria,2,887000,55.4,Rechazada,Gestor_14,12,2026-06-01,,33700,,0.0,1.0,,
SOL-00543,2026-03-24,Bolívar,Urbano,Computador,Digital,Tecnico,8,1541000,51.7,Aprobada,Gestor_13,11,2026-04-04,2026-04-21,16700,835300.0,0.0,0.0,1535000.0,3.0
SOL-00544,2026-04-21,La Guajira,Urbano,Biblioteca_digital,Presencial,Tecnico,6,1306000,44.5,Rechazada,Gestor_03,14,2026-05-05,,27400,,1.0,,1463000.0,
SOL-00545,2026-04-22,Cesar,Rural,Plan_movil,Presencial,Secundaria,4,946000,69.0,Rechazada,Gestor_02,10,2026-05-02,,32600,,,1.0,991000.0,
SOL-00546,2025-05-20,Bolívar,Rural,Computador,Digital,Primaria,5,1018000,58.7,Rechazada,Gestor_09,4,2025-05-24,,10600,,,0.0,1098000.0,
SOL-00547,2026-05-24,Atlántico,Urbano,Internet,Presencial,Primaria,3,998000,72.4,Rechazada,Gestor_15,10,2026-06-03,,30900,,,0.0,952000.0,
SOL-00548,2025-12-10,La Guajira,Urbano,Biblioteca_digital,Digital,Primaria,2,817000,85.7,Aprobada,Gestor_06,3,2025-12-13,2025-12-15,11700,61600.0,1.0,1.0,946000.0,4.0
SOL-00549,2026-04-03,Cesar,Urbano,Internet,Presencial,Secundaria,8,1134000,51.0,Aprobada,Gestor_11,10,2026-04-13,2026-04-18,38900,370100.0,,0.0,1127000.0,3.0
SOL-00550,2025-06-12,Sucre,Urbano,Computador,Digital,Primaria,6,653000,83.3,Aprobada,Gestor_08,1,2025-06-13,2025-06-22,17800,966500.0,0.0,0.0,789000.0,4.0
SOL-00551,2025-01-28,Cesar,Urbano,Plan_movil,Presencial,Secundaria,4,1196000,58.1,Rechazada,Gestor_11,2,2025-01-30,,25200,,1.0,0.0,1423000.0,
SOL-00552,2025-12-17,Córdoba,Urbano,Internet,Presencial,Secundaria,4,1282000,63.5,Aprobada,Gestor_10,7,2025-12-24,2025-12-27,31300,424700.0,0.0,0.0,1190000.0,4.0
SOL-00553,2026-01-15,Cesar,Urbano,Beca,Digital,Universitario,8,1476000,40.1,Aprobada,Gestor_09,10,2026-01-25,2026-01-29,11700,1962300.0,1.0,0.0,1858000.0,4.0
SOL-00554,2025-09-22,Cesar,Urbano,Computador,Digital,Secundaria,3,942000,63.4,Aprobada,Gestor_01,5,2025-09-27,2025-10-03,15400,1098300.0,0.0,0.0,1059000.0,3.0
SOL-00555,2025-09-13,Córdoba,Urbano,Plan_movil,Digital,Tecnico,2,1385000,40.3,Aprobada,Gestor_13,1,2025-09-14,2025-09-17,17200,187400.0,1.0,0.0,1615000.0,3.0
SOL-00556,2025-07-13,Magdalena,Rural,Internet,Presencial,Tecnico,3,1303000,49.5,Aprobada,Gestor_01,9,2025-07-22,2025-07-26,24600,438300.0,1.0,0.0,1432000.0,4.0
SOL-00557,2026-05-26,Atlántico,Urbano,Computador,Digital,Primaria,8,699000,69.7,Rechazada,Gestor_11,10,2026-06-05,,13900,,1.0,0.0,665000.0,
SOL-00558,2025-04-12,Atlántico,Urbano,Computador,Presencial,Tecnico,8,1241000,47.2,Aprobada,Gestor_05,11,2025-04-23,2025-05-09,40500,891200.0,0.0,0.0,,3.0
SOL-00559,2025-01-08,Sucre,Urbano,Beca,Presencial,Secundaria,3,1418000,50.0,Aprobada,Gestor_09,13,2025-01-21,2025-01-29,25700,2001600.0,1.0,0.0,1527000.0,4.0
SOL-00560,2025-07-10,La Guajira,Rural,Beca,Presencial,Secundaria,7,887000,60.2,Rechazada,Gestor_07,8,2025-07-18,,23600,,0.0,0.0,1036000.0,
SOL-00561,2026-04-27,La Guajira,Urbano,Computador,Digital,Secundaria,6,929000,69.5,Aprobada,Gestor_07,2,2026-04-29,2026-05-20,8800,1002300.0,1.0,0.0,1120000.0,5.0
SOL-00562,2025-07-14,Atlántico,Urbano,Plan_movil,Digital,Universitario,4,1442000,27.6,Aprobada,Gestor_02,7,2025-07-21,2025-07-26,14900,241700.0,,0.0,1604000.0,3.0
SOL-00563,2026-05-08,Atlantico,Urbano,Plan_movil,Presencial,Secundaria,7,909000,68.7,Aprobada,Gestor_03,22,2026-05-30,2026-05-31,24900,228300.0,1.0,1.0,1172000.0,3.0
SOL-00564,2025-01-16,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,5,875000,84.7,Rechazada,Gestor_04,15,2025-01-31,,26000,,1.0,0.0,,
SOL-00565,2025-05-07,Bolívar,Urbano,Plan_movil,Presencial,Universitario,4,1638000,29.8,Rechazada,Gestor_02,15,2025-05-22,,28100,,0.0,,1884000.0,
SOL-00566,2026-01-31,Cesar,Urbano,Computador,Presencial,Primaria,4,1017000,79.9,Aprobada,Gestor_10,23,2026-02-23,2026-03-09,29400,913600.0,1.0,0.0,1269000.0,4.0
SOL-00567,2026-03-11,Magdalena,Urbano,Plan_movil,Presencial,Secundaria,6,1098000,63.8,Rechazada,Gestor_09,17,2026-03-28,,33800,,0.0,0.0,1027000.0,
SOL-00568,2025-07-12,Magdalena,Rural,Beca,Digital,Tecnico,5,1217000,46.8,Rechazada,Gestor_05,11,2025-07-23,,19500,,0.0,0.0,1188000.0,
SOL-00569,2025-08-06,Cordoba,Urbano,Beca,Digital,Tecnico,2,1523000,51.3,Rechazada,Gestor_13,14,2025-08-20,,12100,,1.0,1.0,1560000.0,
SOL-00570,2025-11-05,Bolívar,Urbano,Computador,Digital,Universitario,5,1272000,28.0,Aprobada,Gestor_07,6,2025-11-11,2025-11-22,19900,938400.0,0.0,0.0,,3.0
SOL-00571,2025-09-30,Cesar,Rural,Biblioteca_digital,Presencial,Universitario,2,1703000,24.7,Aprobada,Gestor_11,17,2025-10-17,2025-10-19,32500,63700.0,1.0,1.0,2002000.0,5.0
SOL-00572,2025-10-14,Sucre,Urbano,Computador,Presencial,Primaria,5,769000,62.8,Aprobada,Gestor_09,12,2025-10-26,2025-11-09,28200,983100.0,,0.0,753000.0,3.0
SOL-00573,2026-03-31,Magdalena,Urbano,Biblioteca_digital,Presencial,Tecnico,3,1339000,42.3,Aprobada,Gestor_05,16,2026-04-16,2026-04-16,26900,57900.0,1.0,,1513000.0,3.0
SOL-00574,2025-03-02,La Guajira,Urbano,Computador,Digital,Secundaria,8,1131000,67.2,Aprobada,Gestor_15,7,2025-03-09,2025-03-20,13000,901700.0,0.0,0.0,1339000.0,5.0
SOL-00575,2026-04-02,Córdoba,Urbano,Plan_movil,Presencial,Secundaria,5,894000,52.5,Aprobada,Gestor_06,14,2026-04-16,2026-04-18,29100,271300.0,0.0,1.0,1084000.0,2.0
SOL-00576,2025-09-29,Norte de Santander,Rural,Internet,Digital,Primaria,7,859000,77.0,Aprobada,Gestor_04,5,2025-10-04,2025-10-07,20500,444300.0,0.0,0.0,929000.0,5.0
SOL-00577,2026-06-16,Atlantico,Rural,Beca,Digital,Secundaria,7,1129000,59.0,Aprobada,Gestor_14,8,2026-06-24,2026-06-28,6500,2176500.0,0.0,0.0,1176000.0,4.0
SOL-00578,2026-06-01,Norte de Santander,Urbano,Computador,Presencial,Universitario,6,1819000,25.0,Aprobada,Gestor_08,16,2026-06-17,2026-06-22,23500,1039600.0,1.0,0.0,2009000.0,4.0
SOL-00579,2025-07-09,Magdalena,Urbano,Biblioteca_digital,Presencial,Universitario,8,2066000,15.2,Rechazada,Gestor_01,14,2025-07-23,,29400,,1.0,1.0,2243000.0,
SOL-00580,2026-06-06,Bolívar,Rural,Plan_movil,Digital,Secundaria,8,792000,70.9,Aprobada,Gestor_01,14,2026-06-20,2026-06-21,5000,257500.0,,0.0,812000.0,4.0
SOL-00581,2026-06-11,Magdalena,Rural,Beca,Digital,Primaria,2,1038000,79.1,Aprobada,Gestor_05,14,2026-06-25,2026-06-27,20300,2526800.0,0.0,0.0,1151000.0,3.0
SOL-00582,2025-10-15,Norte de Santander,Rural,Beca,Presencial,Secundaria,4,957000,81.3,Aprobada,Gestor_10,18,2025-11-02,2025-11-13,28500,2070500.0,0.0,0.0,1046000.0,4.0
SOL-00583,2026-01-12,Magdalena,Urbano,Biblioteca_digital,Presencial,Tecnico,6,1157000,53.6,Rechazada,Gestor_09,14,2026-01-26,,29800,,1.0,0.0,1056000.0,
SOL-00584,2025-12-26,Bolívar,Urbano,Biblioteca_digital,Digital,Tecnico,7,1321000,55.7,Rechazada,Gestor_02,3,2025-12-29,,17600,,1.0,0.0,1200000.0,
SOL-00585,2025-02-16,LA GUAJIRA,Rural,Plan_movil,Digital,Secundaria,7,979000,46.0,Rechazada,Gestor_11,7,2025-02-23,,17000,,0.0,0.0,1140000.0,
SOL-00586,2025-09-10,Bolívar,Urbano,Computador,Presencial,Primaria,2,748000,60.9,Rechazada,Gestor_15,18,2025-09-28,,26400,,,0.0,,
SOL-00587,2025-08-13,Atlántico,Urbano,Internet,Presencial,Secundaria,7,828000,60.3,Aprobada,Gestor_03,11,2025-08-24,2025-08-27,20700,353300.0,1.0,0.0,1015000.0,4.0
SOL-00588,2025-10-24,Atlántico,Urbano,Computador,Presencial,Secundaria,7,1227000,50.8,Rechazada,Gestor_08,10,2025-11-03,,38600,,0.0,1.0,1241000.0,
SOL-00589,2026-01-12,Atlántico,Urbano,Plan_movil,Digital,Universitario,2,1652000,24.5,Aprobada,Gestor_05,10,2026-01-22,2026-01-26,17600,257500.0,1.0,1.0,1895000.0,4.0
SOL-00590,2025-10-10,Atlántico,Urbano,Internet,Presencial,Secundaria,7,847000,80.2,Aprobada,Gestor_03,12,2025-10-22,2025-10-29,23900,374700.0,1.0,0.0,1004000.0,4.0
SOL-00591,2025-11-09,atlántico,Urbano,Computador,Digital,Secundaria,4,1262000,69.5,Aprobada,Gestor_06,9,2025-11-18,2025-11-25,6700,966200.0,1.0,0.0,1611000.0,3.0
SOL-00592,2025-07-15,La Guajira,Rural,Internet,Presencial,Secundaria,3,1036000,52.5,Rechazada,Gestor_06,16,2025-07-31,,23800,,0.0,0.0,1111000.0,
SOL-00593,2025-11-07,Atlántico,Urbano,Biblioteca_digital,Presencial,Primaria,6,1156000,56.1,Rechazada,Gestor_14,18,2025-11-25,,26300,,,0.0,1138000.0,
SOL-00594,2025-11-19,Bolívar,Rural,Internet,Presencial,Universitario,4,1638000,21.8,Aprobada,Gestor_05,21,2025-12-10,2025-12-11,33500,328100.0,0.0,0.0,,4.0
SOL-00595,2025-07-16,Córdoba,Urbano,Computador,Presencial,Secundaria,4,1016000,55.5,Aprobada,Gestor_05,5,2025-07-21,2025-08-01,49200,754500.0,1.0,1.0,891000.0,4.0
SOL-00596,2026-02-04,Magdalena,Urbano,Computador,Digital,Secundaria,3,1088000,57.4,Rechazada,Gestor_06,9,2026-02-13,,18300,,0.0,1.0,1051000.0,
SOL-00597,2025-02-08,La Guajira,Rural,Computador,Digital,Secundaria,8,963000,49.8,Aprobada,Gestor_02,11,2025-02-19,2025-03-03,17700,823000.0,1.0,0.0,1101000.0,4.0
SOL-00598,2025-12-17,Atlántico,Urbano,Computador,Presencial,Secundaria,6,1069000,69.0,Aprobada,Gestor_06,16,2026-01-02,2026-01-14,31300,1180100.0,,1.0,1274000.0,3.0
SOL-00599,2026-01-08,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,4,1129000,54.3,Rechazada,Gestor_02,7,2026-01-15,,33500,,0.0,1.0,1239000.0,
SOL-00600,2025-05-27,Atlántico,Urbano,Plan_movil,Digital,Tecnico,7,1378000,50.2,Rechazada,Gestor_03,7,2025-06-03,,8400,,0.0,0.0,1387000.0,
SOL-00601,2025-12-03,Atlántico,Urbano,Beca,Presencial,Secundaria,3,1219000,60.4,Aprobada,Gestor_02,12,2025-12-15,2025-12-20,38900,1872900.0,,1.0,,4.0
SOL-00602,2025-02-19,Bolívar,Rural,Computador,Presencial,Secundaria,8,1062000,67.5,Aprobada,Gestor_01,14,2025-03-05,2025-03-13,35600,1002200.0,1.0,0.0,1172000.0,5.0
SOL-00603,2025-02-01,Atlántico,Rural,Computador,Presencial,Primaria,6,640000,73.1,Aprobada,Gestor_12,14,2025-02-15,2025-03-01,32000,925100.0,1.0,,766000.0,4.0
SOL-00604,2025-02-14,Atlántico,Urbano,Plan_movil,Digital,Secundaria,5,1274000,52.6,Aprobada,Gestor_01,9,2025-02-23,2025-02-26,16800,272100.0,0.0,0.0,,4.0
SOL-00605,2025-07-01,Atlántico,Urbano,Plan_movil,Presencial,Primaria,2,881000,70.2,Aprobada,Gestor_09,12,2025-07-13,2025-07-16,37700,269300.0,0.0,1.0,991000.0,2.0
SOL-00606,2025-01-04,Magdalena,Urbano,Plan_movil,Digital,Secundaria,7,834000,55.3,Rechazada,Gestor_13,1,2025-01-05,,20900,,0.0,0.0,823000.0,
SOL-00607,2025-10-27,Atlántico,Rural,Internet,Presencial,Tecnico,3,1277000,61.5,Rechazada,Gestor_04,6,2025-11-02,,34800,,0.0,,1369000.0,
SOL-00608,2025-05-05,Bolívar,Urbano,Internet,Presencial,Tecnico,2,1384000,45.6,Aprobada,Gestor_05,8,2025-05-13,2025-05-17,37200,341100.0,0.0,,,4.0
SOL-00609,2025-09-15,Magdalena,Urbano,Plan_movil,Presencial,Secundaria,8,1036000,60.0,Rechazada,Gestor_10,15,2025-09-30,,34800,,1.0,1.0,1207000.0,
SOL-00610,2025-03-16,La Guajira�,Urbano,Beca,Presencial,Secundaria,8,1018000,67.1,Aprobada,Gestor_14,25,2025-04-10,2025-04-18,36200,1943800.0,1.0,0.0,1150000.0,5.0
SOL-00611,2025-03-22,Atlántico,Urbano,Plan_movil,Digital,Primaria,5,761000,75.0,Aprobada,Gestor_15,6,2025-03-28,2025-03-31,10300,251000.0,1.0,0.0,848000.0,4.0
SOL-00612,2025-05-01,Sucre,Urbano,Computador,Digital,Secundaria,4,1098000,69.0,Aprobada,Gestor_07,3,2025-05-04,2025-05-19,12900,959300.0,1.0,0.0,1162000.0,3.0
SOL-00613,2026-05-31,La Guajira,Rural,Beca,Presencial,Tecnico,4,1369000,42.0,Aprobada,Gestor_15,25,2026-06-25,2026-07-02,41200,2306000.0,1.0,0.0,1742000.0,4.0
SOL-00614,2026-04-07,Atlántico,Urbano,Biblioteca_digital,Digital,Primaria,6,737000,71.2,Aprobada,Gestor_02,7,2026-04-14,2026-04-15,18800,56800.0,0.0,0.0,841000.0,4.0
SOL-00615,2025-06-05,Córdoba,Urbano,Computador,Presencial,Secundaria,3,1379000,52.2,Rechazada,Gestor_12,10,2025-06-15,,32000,,0.0,0.0,1462000.0,
SOL-00616,2025-06-28,Norte de Santander,Rural,Internet,Presencial,Tecnico,3,1141000,59.8,Rechazada,Gestor_11,10,2025-07-08,,27400,,1.0,0.0,1349000.0,
SOL-00617,2026-01-18,Atlántico,Rural,Plan_movil,Digital,Tecnico,8,928000,44.4,Rechazada,Gestor_10,5,2026-01-23,,12400,,0.0,1.0,1055000.0,
SOL-00618,2025-09-30,Bolívar,Urbano,Beca,Digital,Primaria,6,836000,65.6,Aprobada,Gestor_09,9,2025-10-09,2025-10-14,17400,2697200.0,0.0,0.0,843000.0,4.0
SOL-00619,2026-03-30,Sucre,Urbano,Beca,Digital,Secundaria,2,1235000,61.6,Aprobada,Gestor_12,9,2026-04-08,2026-04-16,15600,2141400.0,0.0,0.0,1534000.0,3.0
SOL-00620,2026-03-04,Sucre,Urbano,Internet,Presencial,Primaria,4,850000,69.8,Rechazada,Gestor_04,16,2026-03-20,,25300,,1.0,0.0,966000.0,
SOL-00621,2025-01-11,Atlántico,Urbano,Computador,Presencial,Primaria,4,623000,71.9,Aprobada,Gestor_10,7,2025-01-18,2025-02-04,39300,1058400.0,1.0,0.0,608000.0,3.0
SOL-00622,2025-05-11,Atlántico,Urbano,Computador,Presencial,Universitario,8,1401000,32.5,Rechazada,Gestor_10,9,2025-05-20,,24000,,1.0,0.0,1633000.0,
SOL-00623,2026-02-08,Bolívar,Urbano,Biblioteca_digital,Digital,Tecnico,3,1095000,57.2,Rechazada,Gestor_13,6,2026-02-14,,12100,,0.0,0.0,1086000.0,
SOL-00624,2025-12-29,Magdalena,Urbano,Plan_movil,Digital,Tecnico,8,1239000,45.8,Rechazada,Gestor_13,9,2026-01-07,,9600,,1.0,1.0,1367000.0,
SOL-00625,2025-05-08,Cesar,Rural,Beca,Presencial,Primaria,3,845000,69.3,Aprobada,Gestor_01,18,2025-05-26,2025-06-06,31600,2402000.0,1.0,0.0,919000.0,4.0
SOL-00626,2026-05-16,Bolívar,Urbano,Computador,Digital,Tecnico,6,1428000,41.0,Rechazada,Gestor_08,9,2026-05-25,,15800,,0.0,0.0,,
SOL-00627,2024-12-29,Magdalena,Urbano,Plan_movil,Presencial,Secundaria,5,1077000,65.3,Rechazada,Gestor_04,17,2025-01-15,,30000,,1.0,0.0,1139000.0,
SOL-00628,2025-12-03,Sucre,Urbano,Computador,Digital,Secundaria,2,1211000,44.3,Rechazada,Gestor_07,6,2025-12-09,,12600,,1.0,0.0,1351000.0,
SOL-00629,2026-05-03,Atlántico,Rural,Beca,Presencial,Secundaria,7,1407000,51.7,Rechazada,Gestor_03,20,2026-05-23,,30700,,0.0,0.0,,
SOL-00630,2025-09-17,Bolívar,Rural,Plan_movil,Presencial,Primaria,5,969000,76.7,Aprobada,Gestor_11,5,2025-09-22,2025-09-25,26700,289600.0,0.0,0.0,1006000.0,5.0
SOL-00631,2026-02-05,La Guajira,Rural,Beca,Presencial,Tecnico,5,1528000,31.3,Aprobada,Gestor_12,14,2026-02-19,2026-03-06,35700,1987300.0,1.0,0.0,1720000.0,3.0
SOL-00632,2025-09-27,Córdoba,Rural,Internet,Presencial,Secundaria,3,833000,57.5,Rechazada,Gestor_09,13,2025-10-10,,39400,,0.0,,769000.0,
SOL-00633,2025-06-16,Cesar,Rural,Internet,Digital,Primaria,3,760000,71.2,Aprobada,Gestor_15,1,2025-06-17,2025-06-17,16100,351100.0,0.0,0.0,,4.0
SOL-00634,2026-06-13,Cesar,Urbano,Beca,Digital,Primaria,3,568000,82.0,Aprobada,Gestor_13,9,2026-06-22,2026-06-30,11800,2767400.0,1.0,0.0,633000.0,5.0
SOL-00635,2025-09-22,Atlántico,Urbano,Computador,Digital,Primaria,5,747000,73.0,Aprobada,Gestor_05,6,2025-09-28,2025-10-11,18700,883900.0,1.0,0.0,753000.0,4.0
SOL-00636,2025-04-23,  Magdalena  ,Urbano,Plan_movil,Digital,Primaria,8,912000,84.5,Aprobada,Gestor_05,2,2025-04-25,2025-05-01,17900,210600.0,0.0,0.0,996000.0,4.0
SOL-00637,2025-07-07,Cesar,Rural,Plan_movil,Presencial,Secundaria,2,1027000,60.6,Aprobada,Gestor_03,12,2025-07-19,2025-07-23,41000,263400.0,0.0,0.0,1063000.0,5.0
SOL-00638,2026-04-10,  Bolívar  ,Rural,Computador,Digital,Tecnico,8,1406000,59.2,Rechazada,Gestor_11,6,2026-04-16,,13500,,0.0,0.0,,
SOL-00639,2025-06-25,Bolívar,Urbano,Computador,Digital,Primaria,3,1021000,63.9,Aprobada,Gestor_09,5,2025-06-30,2025-07-06,15800,910000.0,1.0,0.0,1143000.0,4.0
SOL-00640,2025-05-28,Bolívar,Urbano,Biblioteca_digital,Presencial,Primaria,4,780000,87.9,Aprobada,Gestor_03,5,2025-06-02,2025-06-05,19800,47900.0,0.0,,936000.0,5.0
SOL-00641,2025-07-28,AtlÃ¡ntico,Urbano,Beca,Presencial,Secundaria,8,1274000,56.7,Rechazada,Gestor_02,23,2025-08-20,,24600,,1.0,0.0,1232000.0,
SOL-00642,2025-02-22,Bolívar,Rural,Biblioteca_digital,Digital,Tecnico,2,1464000,56.8,Aprobada,Gestor_11,10,2025-03-04,2025-03-05,5000,48700.0,1.0,0.0,1550000.0,3.0
SOL-00643,2025-12-21,Atlántico,Urbano,Beca,Presencial,Secundaria,4,1101000,69.5,Aprobada,Gestor_13,21,2026-01-11,2026-01-12,24600,2356300.0,1.0,1.0,1282000.0,4.0
SOL-00644,2025-10-05,Bolívar,Urbano,Computador,Digital,Secundaria,2,1261000,37.2,Aprobada,Gestor_09,3,2025-10-08,2025-10-19,11600,998100.0,1.0,0.0,1436000.0,4.0
SOL-00645,2025-04-25,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,3,1162000,63.8,Rechazada,Gestor_12,11,2025-05-06,,27500,,1.0,0.0,1281000.0,
SOL-00646,2025-11-19,Córdoba,Urbano,Beca,Presencial,Secundaria,8,831000,68.0,Aprobada,Gestor_12,9,2025-11-28,2025-12-03,31100,2245300.0,1.0,0.0,927000.0,4.0
SOL-00647,2025-06-16,Cesar,Rural,Beca,Presencial,Primaria,7,769000,85.6,Aprobada,Gestor_09,9,2025-06-25,2025-07-01,30800,2301500.0,1.0,0.0,910000.0,4.0
SOL-00648,2026-01-03,La Guajira,Urbano,Computador,Presencial,Tecnico,6,1383000,35.6,Rechazada,Gestor_10,12,2026-01-15,,27100,,1.0,1.0,1105000.0,
SOL-00649,2025-11-16,Sucre,Rural,Biblioteca_digital,Presencial,Secundaria,3,1006000,64.7,Rechazada,Gestor_12,12,2025-11-28,,25700,,0.0,0.0,985000.0,
SOL-00650,2025-01-05,Magdalena,Urbano,Computador,Presencial,Secundaria,5,962000,61.6,Rechazada,Gestor_13,21,2025-01-26,,30100,,1.0,0.0,1003000.0,
SOL-00651,2025-12-27,Atlántico,Urbano,Plan_movil,Presencial,Tecnico,7,1459000,48.5,Rechazada,Gestor_04,14,2026-01-10,,32000,,0.0,0.0,1504000.0,
SOL-00652,2026-02-09,Cesar,Urbano,Internet,Digital,Secundaria,5,1068000,68.0,Aprobada,Gestor_04,3,2026-02-12,2026-02-15,5000,379500.0,1.0,0.0,,4.0
SOL-00653,2026-06-15,Cesar,Rural,Internet,Presencial,Primaria,2,833000,84.3,Aprobada,Gestor_13,6,2026-06-21,2026-06-26,26000,327100.0,0.0,0.0,1011000.0,4.0
SOL-00654,2026-04-09,Sucre,Urbano,Internet,Digital,Secundaria,5,1335000,54.8,Aprobada,Gestor_11,7,2026-04-16,2026-04-18,15000,360100.0,1.0,0.0,1450000.0,4.0
SOL-00655,2026-04-27,Magdalena,Urbano,Computador,Presencial,Primaria,7,808000,77.1,Aprobada,Gestor_10,17,2026-05-14,2026-06-02,19700,827600.0,0.0,,,4.0
SOL-00656,2025-04-07,Atlántico,Urbano,Beca,Digital,Primaria,7,790000,75.3,Aprobada,Gestor_15,8,2025-04-15,2025-04-25,11100,2113800.0,0.0,1.0,,4.0
